PROJECT_CODE,INDICATION_UNIQUE_CODE,TVP_POPULATIONS_OF_INTEREST,TVP_NEED,TVP_COMPETITIVE_POSITIONING_CURRENT_SOC,TVP_COMPETITIVE_POSITIONING_FUTURE_SOC_COMPETITORS,TVP_VALUE_TO_PRESCRIBERS,TVP_VALUE_TO_PATIENTS,TVP_VALUE_TO_PAYERS,TVP_STATUS,TVP_SOURCE_RECORD_IDS,CREATED_BY,MODIFIED_BY,CREATED_DATE,MODIFIED_DATE
LC81417,LC81417_IND001,"Moderate to severe systemic lupus erythematosus (SLE) treated population includes 176K patients in the US and 93K patients in the EU.  The severe refractory SLE population to be targeted for CAR-T therapy is estimated to be ~25K patients in the US.  
","Significant, long-term steroid use is required, and standard of care advanced therapies (Benlysta / Saphnelo) only provide modest efficacy.  Significant needs remain for sustained remission, reduced flares and flare severity, halting progression, steroid minimization. Increasing organ involvement, lupus nephritis (LN) in particular, worsens disease. Lupus may not truly be “one disease” with wide variety of symptoms and drivers.  
","First Line: steroids + immunosuppressants
Second Line: Saphnelo, Benlysta (SRI-4 response Δ14% vs pbo)
","The lupus (SLE + LN) market is expected to grow to >€5B by 20331 with continued market penetration from late-stage advanced therapies.  CAR-T therapies could drive higher treatment rates further expanding the SLE market, potentially doubling in the US by 20452.  Additional commercial potential through indication expansion into myositis, systemic sclerosis, pemphigus.  
",,"CD19 CAR-T has potential for long term, ~100% drug free disease remission / halting of disease progression across multiple indications of high unmet need. In vivo CAR-T offers significant differentiation versus the autologous (complex manufacturing and administration) and allogeneic (alloreactivity concerns) CAR-T cell therapies, as in vivo CAR-T has the potential for off-the-shelf manufacturing, no pre-conditioning, and out-patient administration.  
",,Published,"694,695,696,697,698,699,700",Michelle.Callahan@sanofi.com,Michelle.Callahan@sanofi.com,2025-03-11 02:09:00.000,2025-03-12 19:00:00.000
LC81418,LC81418_IND001,"<p style=""text-align:left""><span><span><span><span><span><span style=""font-size:12.0pt""><span><span style=""color:black""><span><span><span>~12-15K diagnosed</span></span></span></span></span></span><span style=""font-size:12.0pt""><span><span style=""color:black""><span><span><span>&nbsp;FSHD patients in the US and EU5. Primary target population will be both adolescent/adult, ambulatory FSHD patients. Potential label expansion into non-ambulatory and pediatric patients with additional studies.</span></span></span></span></span></span></span></span></span></span></span></p>","<p style=""text-align:left""><span><span><span><span><span style=""font-size:12.0pt""><span><span style=""color:black""><span>Currently, there are no therapies approved for the treatment of FSHD. FSHD is a rare, genetic, progressive muscular dystrophy and there is high unmet need for disease modifying therapies.&nbsp;</span></span></span></span></span></span></span></span></p>",,"<p style=""text-align:left""><span><span><span><span><span><span style=""font-size:12.0pt""><span><span style=""color:black""><span>In the absence of approved therapies for FSHD, current SoC for FSHD patients aims to help alleviate symptoms. These interventions include, but are not limited to, physical therapy for muscle weakness, surgery for scapular winging, braces and wheelchairs for mobility impairment and bronchodilators for respiratory issues. </span></span></span></span><u><span style=""font-size:12.0pt""><span><span style=""color:black""><span><strong>By time of launch, we expect availability of DMTs (i.e., muscle-targeted DUX4 siRNAs) for the treatment of FSHD (potentially up to 2&nbsp; DMTs available). These DMTs are expected to be future SoC, providing clinical improvement in FSHD symptoms and potential to slow disease progression.</strong></span></span></span></span></u></span></span></span></span></span></p>",,"<p style=""text-align:left""><span><span><span><span><span><span><span style=""font-size:12.0pt""><span><span style=""color:black""><span>Expected to improve patients' lives to a greater extent than future </span></span></span></span><span style=""font-size:12.0pt""><span><span style=""color:black""><span>SoC.</span></span></span></span><span style=""font-size:12.0pt""><span><span style=""color:black""><span> A one-time administered gene therapy has the potential to significantly improve treatment burden. Higher efficacy expected to provide superior clinical benefit and potentially halt disease progression.</span></span></span></span></span></span></span></span></span></span></p>","<p style=""text-align:left""><span><span><span><span><span><span style=""font-size:12.0pt""><span><span style=""color:black""><span>Potential peak </span></span></span></span><span style=""font-size:12.0pt""><span><span style=""color:#23004c""><span>revenue of </span></span></span></span><span style=""font-size:12.0pt""><span><span style=""color:black""><span>~EUR 750MM-1B (assuming first and only GTx to market, with a launch in 2032)</span></span></span></span></span></span></span></span></span></p><p style=""text-align:left""> </p><p style=""text-align:left""><span><span><span><span><span><span style=""font-size:12.0pt""><span><span style=""color:black""><span>High strategic fit. Neuromuscular is an anchor area for rare, and FSHD is one of the most common forms of muscular dystrophy.</span></span></span></span></span></span></span></span></span></p>",Draft,"365,366,367,368,369,370,371",Kristin.Radzwill@sanofi.com,Kristin.Radzwill@sanofi.com,2024-10-30 14:49:00.000,2025-12-02 21:09:00.000
LC81422,LC81422_IND001,"Target AD population: patients with Early AD i.e., Mild Cognitive Impairment (MCI) due to AD or Mild AD: Total target ~7.9mil (US) and~7.0mil (EU) in 2022.    
MCI due to AD:Mild AD (US 2022) ~5.2:2.7mil 
","Eligible patients include patients with Early Alzheimer's Disease i.e., MCI due to AD or Mild AD
","Symptomatic: Donepezil, Rivastigmine, Galantamine (Cholinesterase inhibitors), Memantine (Glutamate regulator)
DMT: FDA approved - Aducanumab (Aduhelm®, withdrawn from market); Lecanemab (Leqembi®); awaiting FDA approval - donanemab; uptake of these DMTs has been low to date, not yet established as SoC","Recently approved amyloid targeting mAb DMTs. The class demonstrated inconsistent and modest slowing of cognitive decline and have the potentially serious side effect amyloid-related imaging abnormalities (ARIA)
Symptomatic treatments still in use ",,,,Draft,"708,709,710,711,712,713,714",Marie-Carmen.Obinu@sanofi.com,Marie-Carmen.Obinu@sanofi.com,2025-03-17 17:04:00.000,2025-03-17 17:06:00.000
LC81648,LC81648_IND001,"For the ~2M patients (1M in US, 1M in EU) diagnosed with Parkinson’s disease in the US and EU (expected to grow to ~2.5M patients by 2035) and are early in their disease course (H&Y <3; ~60-70% of PD patients) 
","Parkinson’s Disease is the 2nd most common neurodegenerative disorder globally
No disease modifying therapies currently exist 
Patients face eventual loss of mobility and severe non-motor symptoms as their disability worsens 
","No disease modifying therapies approved
Physical, occupational and speech therapy in addition to symptomatic pharmacological treatments (e.g. carbidopa/ Levodopa to control motor symptoms) 
","Potential as DMT to slow progression of disease in early Parkinson’s disease (with or without genetic mutation), a disease with high unmet need and no approved DMT, only symptomatic treatments
a-Synuclein mAbs are likely to be the first DMT class available for PD. Further, within the class, TFRC x a-syn mAb has best-in-class potential due to improved brain penetration afforded by TfR brain shuttle as well as superior binding affinity to pathological alpha-syn aggregates due to the binder used
α-syn pathology in PD has been well characterized and presents the most proximal approach for a disease modifying treatment
US market size of PD (in 2030): €3.6B ",,,,Draft,"715,716,717,718,719,720,721",Marie-Carmen.Obinu@sanofi.com,Marie-Carmen.Obinu@sanofi.com,2025-03-27 16:00:00.000,2025-03-27 16:02:00.000
SAR445611,LN,,,,,,,,Published,"1,2,3,4,5,6,7",Rishab.Khamitkar@sanofi.com,Rishab.Khamitkar@sanofi.com,2023-11-28 05:36:00.000,2023-11-28 05:36:00.000
SAR445514,RRMM - 3x expo - Mono,"Adult patients with RRMM, in monotherapy
","who have received at least 3 to 4 prior therapies including PIs, IMiD, anti-CD38, post T-cell mediated option (BCMA, GPRc5D, CAR-T)
","No clear SOC post T-cell mediated option  today
Improve ORR to ~60% (current therapies average: 50%)
Improve PFS to ~6 months (current therapies average: 2 months)
Improved QoL and OS 
Favorable safety profile","No clear SoC expected at launch
","Value statement(s) specific to each stakeholder
","Well-tolerable treatment alternative
Treatment convenience (no hospitalization requirements, SC)
Improved HR-QoL and Activities of Daily living
","High bar to reach for differentiation (based on payer feedback) 
OS will be required in such late setting
High unmet need in late line, launch in monotherapy will support high price potential",Draft,"456,457,458,459,460,461,462",Adeline.Garcia@sanofi.com,Adeline.Garcia@sanofi.com,2024-11-19 10:22:00.000,2024-11-19 10:23:00.000
SAR441344,SAR441344_IND002,Patients diagnosed with relapsing forms of MS (RMS) and non-relapsing secondary progressive MS (nrSPMS) (Estimated ~1.3M diagnosed RMS patients and ~230K diagnosed nrSPMS patient in 2023 across US and EU),For RMS patients who seek high-efficacy therapy with novel MOA and significant reduction in relapses while being non lymphocyte depleting. For nrSPMS patients who have limited to no approved therapies and limited treatment options to manage their nrSPMS. For both RMS and nrSPMS patients who seek the reduction in progression of MS,"A high-efficacy MS therapy, treating both RMS and nrSPMS with a novel first-in-class mode of action with upstream impact on the immune system, including innate immunity; delivered via a Q4W patient self-administered large-volume SC and/or in-office IV 

In RMS: Provide improvement in efficacy in terms of disability progression, including improvements in CDW, CDI and PIRA; Provides strong anti-flammatory effect on relapses similar to results seen with anti-CD20s vs comparators 

Improvements in cognition as demonstrated in processing speed (SDMT) and in health-related patient-reported quality of life (MSIS-29, EQ-5D-5L)
Safety: Provide efficacy without chronic B-cell depletion (and long-term safety risks associated with it)
Route of administration: Potentially provide Q4W patient self-admin. large volume SC (dominant anti-CD20 Ocrevus is a Q6M IV infusion, though Kesimpta is a monthly autoinjector)
","In RMS: Provide similar efficacy profile compared to best-in class BTKi (tolebrutinib) with responde to disability control; Provides stronger relapse control with superior control vs teriflunomide
Safety: Provide efficacy likely without significant DILI risk (and associated liver monitoring that is expected)
Route of administration: Potentially provide Q4W patient self-admin. large volume SC and/or in-office IV options for those who prefer these options over daily oral with frequent liver monitoring in first 6 months
","Novel, high-efficacy MS therapy approved for use across relapsing and non-relapsing forms of MS
","Most improved efficacy and impact on disability progression (mobility, cognition, fatigue) 
Patient self-administered large-volume SC and/or in-office IV 
Well tolerated and fewer side effects
Improve patients QOL and daily functions
","Highest benefits on patients QOL and daily functions (mobility, cognition, fatigue)
Reduced healthcare resource utilization (driven by improved efficacy and no long-term safety risks) offsets infusion-related costs (aspirational)
Trend for improvement on patients' work productivity and daily activities (Ph4 so only available post HTA assessments and price negotiations)
",Draft,"421,422,423,424,425,426,427",Pintu.Saha@sanofi.com,Pintu.Saha@sanofi.com,2024-11-01 15:19:00.000,2024-11-01 15:19:00.000
SAR441344,SAR441344_IND003,"Adult patients with active biomarker positive, moderate to severe systemic lupus erythematous (SLE) who are receiving standard therapy.
Excludes patients with severe active lupus nephritis or CNS",Want to reduce disease-associated activity while improving overall quality of life in daily living,"Versus future SoC (Saphnelo):
In specific biomarker population in indirect comparison
• Greater efficacy on SRI4 and BICLA (>20% vs.Saphnelo)
• Significant reduction in flares
• Improvement on QoL and fatigue","Versus Benlysta

In specific biomarker population in indirect comparison
• Greater efficacy on SRI4 (+~28% vs. Benlysta)
• Significant reduction in flares
• Greater steroid sparing effect
• Improvement on QoL and fatigue","• Rapid-onset and highly effective treatment for advanced, biomarker positive, patients
• Better control of the disease with reduction in flares, organ damage prevention, lessening life-threatening complications","• Significant reduction in flares and pain; fatigue, and anxiety/depression impacting day-to-day living
• Reduction of AEs linked to long-term high-dosage steroid usage","• Reduction of disease burden in key organs and flares to improve treatment persistency and reduce direct and indirect medical costs
• Improvement to patient QoL leading to an increase adherence to treatment/medication
• Acceptable budget impact with inexpensive biomarker test and limited patient population
• Cost-effectiveness vs available treatment options",Draft,"603,604,605,606,607,608,609",Pintu.Saha@sanofi.com,Pintu.Saha@sanofi.com,2025-01-30 02:21:00.000,2025-01-30 02:22:00.000
SAR441344,SAR441344_IND007,"kidney transplant recipients
","Non-inferior patient survival, graft survival and number of acute rejection episodes compared to tacrolimus (SoC) at 1-yr
Superior preservation of graft function,  less secondary comorbidities (new onset diabetes, hypertension, dyslipidemia), and better patient reported outcome (PRO)
Superior long-term (5-yr) graft survival as predicted by surrogate endpoint (iBox)
Frexalimab leads to an improved long-term preservation of kidney graft function without increased risk of rejection and without the debilitating adverse reactions and toxicities of CNI-based regimens","Provides non-inferior immunosuppression compared to SoC without nephrotoxicity and the other CNI associated adverse reactions
PK is predictable and TDM is not needed
Comes in a convenient SC autoinjector that allows patient self-management without significant efforts to coordinate logistics (unlike IV)
",,"Improve long-term graft function and survival reducing the need for retransplantation or dialysis  
Prevent patients from developing CNI-induced adverse reactions (diabetes, hypertension, dyslipidemia, tremor) 
Lower risk of developing DSA
Reduce burden of therapeutic drug monitoring (TDM), leading to simplification of disease management
Allow patients to feel better after transplantation","Preserves renal function of precious “gift of life” and extends the time to live with a functional graft
No CNI-induced adverse reactions which leads to improved QOL allowing patients to leave longer, more fulfilling lives
Simplifies immunosuppression regimen without the burden of TDM","Savings on healthcare resource use related to  TDM and hospital visits
Prevents patients from developing CNI-induced comorbidities that  increased cardiovascular risk and bring to disabilities with increase in overall healthcare costs
Improves long-term graft survival with reduced risk of retransplantation or dialysis",Draft,"435,436,437,438,439,440,441",Pintu.Saha@sanofi.com,Pintu.Saha@sanofi.com,2024-11-01 16:01:00.000,2024-11-01 16:02:00.000
SAR441344,SAR441344_IND008,"Patients diagnosed with relapsing forms of MS (RMS) and non-relapsing secondary progressive MS (nrSPMS) (Estimated ~1.3M diagnosed RMS patients and ~230K diagnosed nrSPMS patient in 2023 across US and EU) 
",For nrSPMS patients who have limited to no approved therapies and limited treatment options to manage their nrSPMS. For both RMS and nrSPMS patients who seek the reduction in progression of MS,"A high-efficacy MS therapy, treating both RMS and nrSPMS with a novel first-in-class mode of action with upstream impact on the immune system, including innate immunity; delivered via a Q4W patient self-administered large-volume SC and/or in-office IV 
In nrSPMS: Provide approved therapy in nrSPMS with clinical data demonstrating efficacy in nrSPMS (anti-CD20 not approved for nrSPMS)
Improvements in cognition as demonstrated in processing speed (SDMT) and in health-related patient-reported quality of life (MSIS-29, EQ-5D-5L)
Safety: Provide efficacy without chronic B-cell depletion (and long-term safety risks associated with it)
Route of administration: Potentially provide Q4W patient self-admin. large volume SC (dominant anti-CD20 Ocrevus is a Q6M IV infusion, though Kesimpta is a monthly autoinjector)
","In nrSPMS: Provide similar efficacy profile compared to best-in class BTKi (tolebrutinib) 
Safety: Provide efficacy likely without significant DILI risk (and associated liver monitoring that is expected)
Route of administration: Potentially provide Q4W patient self-admin. large volume SC and/or in-office IV options for those who prefer these options over daily oral with frequent liver monitoring in first 6 months","Novel, high-efficacy MS therapy approved for use across relapsing and non-relapsing forms of MS","Most improved efficacy and impact on disability progression (mobility, cognition, fatigue) 
Patient self-administered large-volume SC and/or in-office IV 
Well tolerated and fewer side effects
Improve patients QOL and daily functions","Highest benefits on patients QOL and daily functions (mobility, cognition, fatigue)
Reduced healthcare resource utilization (driven by improved efficacy and no long-term safety risks) offsets infusion-related costs (aspirational)
Trend for improvement on patients' work productivity and daily activities (Ph4 so only available post HTA assessments and price negotiations)",Draft,"428,429,430,431,432,433,434",Pintu.Saha@sanofi.com,Pintu.Saha@sanofi.com,2024-11-01 15:24:00.000,2024-11-01 15:26:00.000
